"","SampleID","Type","Name","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","Notes","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"33","1102019C2","Center","River 110","110",3,"2019","August","29","8/29/2019",58.30767,-63.60767,"FISHE","Salvelinus alpinus",24285,24285,"1",24268,"0.9993","1","Sample",108,"APC0235 Arctic charr qPCR 01 R2","32.926","32.91","32.948",32.928,0.019,33.667,34.019,33.172,33.6193333333333,"Detected","","96",0.8,12,1,"15:51","16:31","0:40",NA,34.4,7.8,10,757.8,NA,"99.3",11.21,34.5,-7.1,7.12,247.2,NA,NA,100,"drizzle","yes",NA,NA,18.5,24,29,33,34.5,43,44,42,42,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.8,7.1,7.2,8.1,8.8,9.2,8.2,11.2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1102019C2","Center","River 110","110",3,"2019","August","29","8/29/2019",58.30767,-63.60767,"MIFISHU","Salvelinus alpinus",1440838,1439829,"0.9993",1439821,"0.9993","1","Sample",108,"APC0235 Arctic charr qPCR 01 R2","32.926","32.91","32.948",32.928,0.019,33.667,34.019,33.172,33.6193333333333,"Detected","","96",0.8,12,1,"15:51","16:31","0:40",NA,34.4,7.8,10,757.8,NA,"99.3",11.21,34.5,-7.1,7.12,247.2,NA,NA,100,"drizzle","yes",NA,NA,18.5,24,29,33,34.5,43,44,42,42,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.8,7.1,7.2,8.1,8.8,9.2,8.2,11.2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","1102019C3","Center","River 110","110",3,"2019","August","29","8/29/2019",58.30767,-63.60767,"FISHE","Salvelinus alpinus",20193,20034,"0.9921",20017,"0.9913","1","Sample",203,"APC0235 Arctic charr qPCR 01 R2","31.873","32.943","31.931",32.249,0.602,68.344,33.281,65.718,55.781,"Detected","","96",0.8,12,1,"15:51","16:31","0:40",NA,34.4,7.8,10,757.8,NA,"99.3",11.21,34.5,-7.1,7.12,247.2,NA,NA,100,"drizzle","yes",NA,NA,18.5,24,29,33,34.5,43,44,42,42,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.8,7.1,7.2,8.1,8.8,9.2,8.2,11.2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","1102019C3","Center","River 110","110",3,"2019","August","29","8/29/2019",58.30767,-63.60767,"MIFISHU","Salvelinus alpinus",1070312,1067965,"0.9978",1067957,"0.9978","1","Sample",203,"APC0235 Arctic charr qPCR 01 R2","31.873","32.943","31.931",32.249,0.602,68.344,33.281,65.718,55.781,"Detected","","96",0.8,12,1,"15:51","16:31","0:40",NA,34.4,7.8,10,757.8,NA,"99.3",11.21,34.5,-7.1,7.12,247.2,NA,NA,100,"drizzle","yes",NA,NA,18.5,24,29,33,34.5,43,44,42,42,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.8,7.1,7.2,8.1,8.8,9.2,8.2,11.2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","ALX21-C","Center","Alexis River","ALX",3,"2021","August","25","8/25/2021",52.63503,-56.64738,"FISHE","Salvelinus alpinus",1845,0,"0",0,"0","0.88","Sample",7570,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","261",NA,NA,NA,NA,NA,NA,226.1,0.6,0.2,15.3,NA,101,"98.9",9.9,26.9,6.7,6.8,158.7,NA,NA,NA,NA,"N",NA,"Larger river with island, island width = 41.7m",0.7,0.2,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ALX21-C","Center","Alexis River","ALX",3,"2021","August","25","8/25/2021",52.63503,-56.64738,"MIFISHU","Salvelinus alpinus",835737,1,"1.197e-06",0,"0","0.88","Sample",7570,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","261",NA,NA,NA,NA,NA,NA,226.1,0.6,0.2,15.3,NA,101,"98.9",9.9,26.9,6.7,6.8,158.7,NA,NA,NA,NA,"N",NA,"Larger river with island, island width = 41.7m",0.7,0.2,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ALX21-L","Left","Alexis River","ALX",4,"2021","August","25","8/25/2021",52.63491,-56.64753,"FISHE","Salvelinus alpinus",1337,0,"0",0,"0","0.98","Sample",8879,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","262",NA,NA,NA,NA,NA,NA,226.1,0.6,0.2,15.3,NA,101,"98.9",9.9,26.9,6.7,6.8,158.7,NA,NA,NA,NA,"N",NA,"Larger river with island, island width = 41.7m",0.7,0.2,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","ALX21-L","Left","Alexis River","ALX",4,"2021","August","25","8/25/2021",52.63491,-56.64753,"MIFISHU","Salvelinus alpinus",1449203,1,"6.9e-07",0,"0","0.98","Sample",8879,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","262",NA,NA,NA,NA,NA,NA,226.1,0.6,0.2,15.3,NA,101,"98.9",9.9,26.9,6.7,6.8,158.7,NA,NA,NA,NA,"N",NA,"Larger river with island, island width = 41.7m",0.7,0.2,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","ALX21-R","Right","Alexis River","ALX",2,"2021","August","25","8/25/2021",52.63604,-56.63692,"FISHE","Salvelinus alpinus",1512,0,"0",0,"0","0.98","Sample",5248,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","260",NA,NA,NA,NA,NA,NA,226.1,0.6,0.2,15.3,NA,101,"98.9",9.9,26.9,6.7,6.8,158.7,NA,NA,NA,NA,"N",NA,"Larger river with island, island width = 41.7m",0.7,0.2,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","ALX21-R","Right","Alexis River","ALX",2,"2021","August","25","8/25/2021",52.63604,-56.63692,"MIFISHU","Salvelinus alpinus",1277642,1,"7.827e-07",0,"0","0.98","Sample",5248,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","260",NA,NA,NA,NA,NA,NA,226.1,0.6,0.2,15.3,NA,101,"98.9",9.9,26.9,6.7,6.8,158.7,NA,NA,NA,NA,"N",NA,"Larger river with island, island width = 41.7m",0.7,0.2,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","AVA2019C1","Center","Avakutak","AVA",3,"2019","August","30","8/30/2019",57.14942,-61.84973,"FISHE","Salvelinus alpinus",5399,384,"0.07112",371,"0.06872","1.03","Sample",624,"APC0235 Arctic charr qPCR 01 R2","35.448","35.563","35.134",35.382,0.222,6.18,5.717,7.632,6.50966666666667,"Detected","","120",0.8,12,1,"18:02","18:49","0:47",NA,39.3,7.6,15.5,750.3,NA,"100.6",10.06,17,-10.4,7.18,249.1,NA,NA,70,"warm breeze","yes",NA,"caught ~ 6 charr after sampling",33,32,41,43,59,54,33,40,35.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,5.3,9.3,8.7,9.4,8.7,8.1,10.6,3.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","AVA2019C1","Center","Avakutak","AVA",3,"2019","August","30","8/30/2019",57.14942,-61.84973,"MIFISHU","Salvelinus alpinus",651979,180878,"0.2774",106730,"0.1637","1.03","Sample",624,"APC0235 Arctic charr qPCR 01 R2","35.448","35.563","35.134",35.382,0.222,6.18,5.717,7.632,6.50966666666667,"Detected","","120",0.8,12,1,"18:02","18:49","0:47",NA,39.3,7.6,15.5,750.3,NA,"100.6",10.06,17,-10.4,7.18,249.1,NA,NA,70,"warm breeze","yes",NA,"caught ~ 6 charr after sampling",33,32,41,43,59,54,33,40,35.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,5.3,9.3,8.7,9.4,8.7,8.1,10.6,3.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","AVA2019C2","Center","Avakutak","AVA",3,"2019","August","30","8/30/2019",57.14942,-61.84973,"FISHE","Salvelinus alpinus",11319,2034,"0.1797",2017,"0.1782","1.04","Sample",354,"APC0235 Arctic charr qPCR 01 R2","35.947","34.601","35.405",35.318,0.678,4.416,10.922,6.358,7.232,"Detected","","120",0.8,12,1,"18:02","18:49","0:47",NA,39.3,7.6,15.5,750.3,NA,"100.6",10.06,17,-10.4,7.18,249.1,NA,NA,70,"warm breeze","yes",NA,"caught ~ 6 charr after sampling",33,32,41,43,59,54,33,40,35.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,5.3,9.3,8.7,9.4,8.7,8.1,10.6,3.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","AVA2019C2","Center","Avakutak","AVA",3,"2019","August","30","8/30/2019",57.14942,-61.84973,"MIFISHU","Salvelinus alpinus",1032297,211284,"0.2047",0,"0","1.04","Sample",354,"APC0235 Arctic charr qPCR 01 R2","35.947","34.601","35.405",35.318,0.678,4.416,10.922,6.358,7.232,"Detected","","120",0.8,12,1,"18:02","18:49","0:47",NA,39.3,7.6,15.5,750.3,NA,"100.6",10.06,17,-10.4,7.18,249.1,NA,NA,70,"warm breeze","yes",NA,"caught ~ 6 charr after sampling",33,32,41,43,59,54,33,40,35.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,5.3,9.3,8.7,9.4,8.7,8.1,10.6,3.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","AVA2019C3","Center","Avakutak","AVA",3,"2019","August","30","8/30/2019",57.14942,-61.84973,"FISHE","Salvelinus alpinus",11290,778,"0.06891",773,"0.06847","1.23","Sample",768,"APC0235 Arctic charr qPCR 01 R2","Undetermined","37.001","Undetermined",37.001,NA,NA,2.175,NA,2.175,"Not Detected/Inconclusive","","120",0.8,12,1,"18:02","18:49","0:47",NA,39.3,7.6,15.5,750.3,NA,"100.6",10.06,17,-10.4,7.18,249.1,NA,NA,70,"warm breeze","yes",NA,"caught ~ 6 charr after sampling",33,32,41,43,59,54,33,40,35.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,5.3,9.3,8.7,9.4,8.7,8.1,10.6,3.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","AVA2019C3","Center","Avakutak","AVA",3,"2019","August","30","8/30/2019",57.14942,-61.84973,"MIFISHU","Salvelinus alpinus",1205208,12,"9.957e-06",0,"0","1.23","Sample",768,"APC0235 Arctic charr qPCR 01 R2","Undetermined","37.001","Undetermined",37.001,NA,NA,2.175,NA,2.175,"Not Detected/Inconclusive","","120",0.8,12,1,"18:02","18:49","0:47",NA,39.3,7.6,15.5,750.3,NA,"100.6",10.06,17,-10.4,7.18,249.1,NA,NA,70,"warm breeze","yes",NA,"caught ~ 6 charr after sampling",33,32,41,43,59,54,33,40,35.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,5.3,9.3,8.7,9.4,8.7,8.1,10.6,3.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","BBKC","Center","Barry's Brook","BBK",3,"2020","September","3","9/3/2020",49.269066,-54.48571,"MIFISHU","Salvelinus alpinus",1,0,"0",0,"0","1.02","Sample",4295,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,8,0.1,0.3,17.1,758.6,NA,"107.5",10.3,36.7,0.4,NA,244.3,NA,NA,NA,NA,"Y",NA,"Do not correct need to calibrate barometer",0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.3,0.5,0.4,0.4,0.2,0.3,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","BBKL","Left","Barry's Brook","BBK",4,"2020","September","3","9/3/2020",49.269106,-54.485741,"MIFISHU","Salvelinus alpinus",1,0,"0",0,"0","0.91","Sample",2873,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,8,0.1,0.3,17.1,758.6,NA,"107.5",10.3,36.7,0.4,NA,244.3,NA,NA,NA,NA,"Y",NA,"Do not correct need to calibrate barometer",0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.3,0.5,0.4,0.4,0.2,0.3,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","BCBC","Center","Bear Cove Brook","BCB",3,"2020","August","22","8/22/2020",47.666478,-59.303235,"FISHE","Salvelinus alpinus",600,0,"0",0,"0","1","Sample",12923,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,15.4,0.3,0.4,23.2,758.9,NA,"81.3",7,92.9,-59.7,NA,178.3,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.3,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.4,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","BCBC","Center","Bear Cove Brook","BCB",3,"2020","August","22","8/22/2020",47.666478,-59.303235,"MIFISHU","Salvelinus alpinus",747810,1,"1.337e-06",0,"0","1","Sample",12923,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,15.4,0.3,0.4,23.2,758.9,NA,"81.3",7,92.9,-59.7,NA,178.3,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.3,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.4,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","BCBL","Left","Bear Cove Brook","BCB",2,"2020","August","22","8/22/2020",47.666502,-59.303263,"FISHE","Salvelinus alpinus",567,0,"0",0,"0","1.01","Sample",9371,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,15.4,0.3,0.4,23.2,758.9,NA,"81.3",7,92.9,-59.7,NA,178.3,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.3,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.4,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","BCBL","Left","Bear Cove Brook","BCB",2,"2020","August","22","8/22/2020",47.666502,-59.303263,"MIFISHU","Salvelinus alpinus",583875,0,"0",0,"0","1.01","Sample",9371,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,15.4,0.3,0.4,23.2,758.9,NA,"81.3",7,92.9,-59.7,NA,178.3,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.3,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.4,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","BCBR","Right","Bear Cove Brook","BCB",4,"2020","August","22","8/22/2020",47.66646,-59.303198,"FISHE","Salvelinus alpinus",797,0,"0",0,"0","0.96","Sample",9315,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,15.4,0.3,0.4,23.2,758.9,NA,"81.3",7,92.9,-59.7,NA,178.3,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.3,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.4,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","BCBR","Right","Bear Cove Brook","BCB",4,"2020","August","22","8/22/2020",47.66646,-59.303198,"MIFISHU","Salvelinus alpinus",635638,0,"0",0,"0","0.96","Sample",9315,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,15.4,0.3,0.4,23.2,758.9,NA,"81.3",7,92.9,-59.7,NA,178.3,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.3,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.4,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","BDNC","Center","Baie du Nord","BDN",3,"2020","August","25","8/25/2020",47.744621,-55.43882,"FISHE","Salvelinus alpinus",1189,0,"0",0,"0","1.01","Sample",3068,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,84,0.3,0.8,18.1,761.6,NA,"80.6",7.6,13.2,18.8,NA,253.1,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,0.8,1,0.5,1.2,0.8,0.2,0.8,1.4,0.9,1.2,0.9,0.6,0.3,NA,NA,NA,NA,NA
"58","BDNC","Center","Baie du Nord","BDN",3,"2020","August","25","8/25/2020",47.744621,-55.43882,"MIFISHU","Salvelinus alpinus",1273984,0,"0",0,"0","1.01","Sample",3068,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,84,0.3,0.8,18.1,761.6,NA,"80.6",7.6,13.2,18.8,NA,253.1,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,0.8,1,0.5,1.2,0.8,0.2,0.8,1.4,0.9,1.2,0.9,0.6,0.3,NA,NA,NA,NA,NA
"59","BDNL","Left","Baie du Nord","BDN",2,"2020","August","25","8/25/2020",47.74458,-55.439188,"FISHE","Salvelinus alpinus",871,0,"0",0,"0","0.98","Sample",3590,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,84,0.3,0.8,18.1,761.6,NA,"80.6",7.6,13.2,18.8,NA,253.1,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,0.8,1,0.5,1.2,0.8,0.2,0.8,1.4,0.9,1.2,0.9,0.6,0.3,NA,NA,NA,NA,NA
"60","BDNL","Left","Baie du Nord","BDN",2,"2020","August","25","8/25/2020",47.74458,-55.439188,"MIFISHU","Salvelinus alpinus",1051766,0,"0",0,"0","0.98","Sample",3590,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,84,0.3,0.8,18.1,761.6,NA,"80.6",7.6,13.2,18.8,NA,253.1,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,0.8,1,0.5,1.2,0.8,0.2,0.8,1.4,0.9,1.2,0.9,0.6,0.3,NA,NA,NA,NA,NA
"61","BDNR","Right","Baie du Nord","BDN",4,"2020","August","25","8/25/2020",47.74465,-55.438368,"FISHE","Salvelinus alpinus",2064,0,"0",0,"0","0.99","Sample",1929,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,84,0.3,0.8,18.1,761.6,NA,"80.6",7.6,13.2,18.8,NA,253.1,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,0.8,1,0.5,1.2,0.8,0.2,0.8,1.4,0.9,1.2,0.9,0.6,0.3,NA,NA,NA,NA,NA
"62","BDNR","Right","Baie du Nord","BDN",4,"2020","August","25","8/25/2020",47.74465,-55.438368,"MIFISHU","Salvelinus alpinus",1459256,0,"0",0,"0","0.99","Sample",1929,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,84,0.3,0.8,18.1,761.6,NA,"80.6",7.6,13.2,18.8,NA,253.1,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,0.8,1,0.5,1.2,0.8,0.2,0.8,1.4,0.9,1.2,0.9,0.6,0.3,NA,NA,NA,NA,NA
"63","BEV21-C","Center","Beaver River","BEV",3,"2021","August","31","8/31/2021",53.73079,-60.95943,"FISHE","Salvelinus alpinus",4619,0,"0",0,"0","0.93","Sample",901,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","358",NA,NA,NA,NA,NA,NA,77.3,0.6,0.3,13.6,NA,100.5,"105.2",10.8,12,29.1,6.4,197.1,NA,NA,NA,NA,"N",NA,"too deep to measure full width",0.3,0.4,0.4,0.5,0.6,0.8,1.1,0.9,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","BEV21-C","Center","Beaver River","BEV",3,"2021","August","31","8/31/2021",53.73079,-60.95943,"MIFISHU","Salvelinus alpinus",1008318,0,"0",0,"0","0.93","Sample",901,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","358",NA,NA,NA,NA,NA,NA,77.3,0.6,0.3,13.6,NA,100.5,"105.2",10.8,12,29.1,6.4,197.1,NA,NA,NA,NA,"N",NA,"too deep to measure full width",0.3,0.4,0.4,0.5,0.6,0.8,1.1,0.9,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","BEV21-L","Left","Beaver River","BEV",2,"2021","August","31","8/31/2021",53.73063,-60.95929,"FISHE","Salvelinus alpinus",2281,0,"0",0,"0","0.92","Sample",2547,"APC0235 Arctic charr qPCR 04","Undetermined","39.370","Undetermined",39.37,NA,NA,0.213,NA,0.213,"Not Detected/Inconclusive","","357",NA,NA,NA,NA,NA,NA,77.3,0.6,0.3,13.6,NA,100.5,"105.2",10.8,12,29.1,6.4,197.1,NA,NA,NA,NA,"N",NA,"too deep to measure full width",0.3,0.4,0.4,0.5,0.6,0.8,1.1,0.9,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
